polyglot,time,langDedect,time,langid,time,fasttext,time
2,0.0002,7,0.0572,1,0.0035,7,0.0004
2,0.0002,1,0.0399,1,0.0031,7,0.0004
1,0.0004,1,0.0453,1,0.0031,1,0.0004
7,0.0002,2,0.0452,1,0.0031,7,0.0004
7,0.0002,2,0.0434,2,0.0031,7,0.0004
1,0.0002,1,0.0341,1,0.0029,2,0.0003
1,0.0002,1,0.0235,1,0.0028,2,0.0003
7,0.0002,3,0.0575,3,0.0038,7,0.0004
2,0.0002,2,0.0494,7,0.0032,7,0.0003
2,0.0002,7,0.048,3,0.0039,7,0.0004
2,0.0002,7,0.0585,3,0.0035,7,0.0004
2,0.0002,1,0.0395,1,0.0028,2,0.0003
2,0.0002,7,0.0525,7,0.0032,7,0.0004
1,0.0002,1,0.0274,1,0.0028,2,0.0003
1,0.0002,1,0.0291,1,0.0026,2,0.0003
7,0.0002,2,0.0397,1,0.0033,7,0.0005
2,0.0002,1,0.0472,1,0.0035,3,0.0005
7,0.0002,2,0.0521,0,0.0033,2,0.0005
7,0.0002,7,0.0426,3,0.0035,7,0.0005
7,0.0002,2,0.055,3,0.0034,3,0.0005
2,0.0002,1,0.0251,1,0.0029,2,0.0003
2,0.0002,2,0.0345,1,0.0033,7,0.0004
2,0.0002,1,0.0316,1,0.0031,1,0.0004
2,0.0002,1,0.0294,1,0.0027,2,0.0003
2,0.0002,1,0.037,1,0.0032,7,0.0004
2,0.0002,2,0.082,1,0.0029,2,0.0004
1,0.0002,1,0.0316,1,0.0028,1,0.0003
1,0.0002,1,0.0246,1,0.0026,1,0.0003
2,0.0002,1,0.0262,1,0.0031,2,0.0004
2,0.0002,1,0.0326,1,0.0028,2,0.0003
2,0.0002,1,0.0316,1,0.0028,2,0.0004
1,0.0004,1,0.0303,1,0.0028,2,0.0004
2,0.0002,2,0.036,1,0.0028,2,0.0004
2,0.0002,7,0.0694,1,0.003,3,0.0005
1,0.0002,1,0.0284,1,0.0029,1,0.0004
7,0.0002,3,0.0353,7,0.0043,7,0.0007
2,0.0002,2,0.0419,2,0.003,7,0.0004
1,0.0002,1,0.0232,1,0.0027,2,0.0003
2,0.0002,3,0.0543,7,0.0038,7,0.0005
1,0.0002,1,0.0301,1,0.0029,2,0.0003
1,0.0002,1,0.0223,1,0.0027,2,0.0003
2,0.0002,7,0.0469,3,0.005,7,0.0005
2,0.0002,2,0.0395,2,0.0029,2,0.0003
2,0.0002,1,0.0349,2,0.0029,2,0.0003
2,0.0002,1,0.0241,1,0.0029,2,0.0003
2,0.0003,1,0.0442,2,0.0032,2,0.0004
2,0.0002,2,0.0578,7,0.0037,7,0.0005
2,0.0002,1,0.0259,1,0.0027,2,0.0003
2,0.0002,7,0.0452,7,0.004,7,0.0005
2,0.0002,1,0.0422,2,0.0032,2,0.0004
1,0.0001,1,0.0471,1,0.0031,2,0.0005
2,0.0002,1,0.0506,7,0.0032,7,0.0004
